Released;Movie;Weekend;US Gross;Worldwide Gross;Budget;Type
03/21/1997;Selena;11615722;35450113;NULL;20000000;Real Events
12/11/1995;Sense and Sensibility;721341;42993774;134993774;16500000;Adapted
08/24/2007;September Dawn;901857;1066555;1066555;10100000;Real Events
10/05/2001;Serendipity;13309241;50255310;75294136;28000000;Original
09/30/2005;Serenity;10086680;25514517;38514517;39000000;TV
04/13/1994;Serial Mom;2040450;7881335;NULL;13000000;Original
08/23/2002;Serving Sara;5758236;16930185;20146150;29000000;Original
11/06/1996;Set It Off;8812105;36049108;NULL;9000000;Original
12/19/2008;Seven Pounds;14851136;69951824;166617328;54000000;Original
10/08/1997;Seven Years in Tibet;10020378;37945884;131445884;70000000;Real Events
05/30/2008;Sex and the City;56848056;152647258;415247258;57500000;TV
05/27/2010;Sex and the City 2;31001870;95347692;294680778;95000000;TV
10/17/2008;Sex Drive;3607164;8402485;10412485;19000000;Adapted
02/22/2002;Sex with Strangers;11478;247740;NULL;1100000;Real Events
06/13/2001;Sexy Beast;170356;6946056;10154577;4300000;Original
03/29/1996;Sgt. Bilko;8110080;30356589;37956589;39000000;TV
01/31/1997;Shadow Conspiracy;1370831;2154540;NULL;45000000;Original
12/29/2000;Shadow of the Vampire;108189;8279017;NULL;8000000;Original
12/29/1993;Shadowlands;NULL;25842377;NULL;22000000;Adapted
06/16/2000;Shaft;21714757;70327868;107190108;53012938;Remake
12/11/1998;Shakespeare in Love;224012;100317794;279500000;26000000;Original
10/15/2004;Shall We Dance?;11783467;57887882;118097882;40000000;Remake
11/09/2001;Shallow Hal;22518295;70836296;NULL;40000000;Original
12/02/2011;Shame;349519;3968518;NULL;6500000;Original
02/07/2003;Shanghai Knights;19603630;60470220;NULL;50000000;Original
05/26/2000;Shanghai Noon;19647065;56932305;71189835;55000000;Original
04/02/2004;Shaolin Soccer;39167;488872;42776032;10000000;Original
09/02/2011;Shark Night 3D;8404260;18877153;30831626;25000000;Original
10/01/2004;Shark Tale;47604606;161192000;367605111;75000000;Original
10/31/2003;Shattered Glass;77540;2207975;2932719;6000000;Real Events
09/24/2004;Shaun of the Dead;3330781;13542874;29629128;5000000;Original
01/29/1999;She's All That;16065430;63465522;NULL;10000000;Original
08/08/1986;She's Gotta Have It;28473;7137502;NULL;175000;Original
03/12/2010;She's Out of My League;9775278;32010860;48680977;20000000;Original
03/17/2006;She's the Man;10730372;33889159;55279608;25000000;Adapted
08/23/1996;She's the One;2088492;9482579;13795053;3500000;Original
08/17/1984;Sheena;2950114;5778353;NULL;25000000;Comics
12/25/2009;Sherlock Holmes;62304277;209028679;524028679;90000000;Adapted
09/08/2006;Sherrybaby;34774;199176;622806;2000000;Original
11/19/1956;Shichinin no samurai;21830;271736;NULL;500000;Original
11/22/1996;Shine;162179;35811509;NULL;5500000;Real Events
03/23/2007;Shooter;14523571;47003582;95703582;60000000;Adapted
10/22/2004;Short Cut to Nirvana: Kumbh Mela;3263;381225;439651;200000;Real Events
10/06/2006;Shortbus;107907;1985292;NULL;2000000;Original
11/04/2005;Show Me;NULL;NULL;NULL;400000;Original
09/22/1995;Showgirls;8112627;20350754;37750754;40000000;Original
03/15/2002;Showtime;15011430;37948765;78948765;85000000;Original
05/18/2001;Shrek;42347760;267655011;484399218;50000000;Adapted
05/19/2004;Shrek 2;108037878;441226247;919838758;70000000;Adapted
05/21/2010;Shrek Forever After;70838207;238736787;752600867;165000000;Adapted
05/18/2007;Shrek the Third;121629270;322719944;798958162;160000000;Adapted
02/19/2010;Shutter Island;41062440;128012934;296831073;80000000;Adapted
06/22/2007;Sicko;68969;24538513;33538513;9000000;Real Events
09/09/2005;Side Effects;2216;44701;NULL;200000;Original
11/21/2001;Sidewalks of New York;545132;2402459;3100834;1000000;Original
10/22/2004;Sideways;207042;71502303;109705641;17000000;Adapted
08/02/2002;Signs;60117080;227965690;408265690;70702619;Original
04/21/2006;Silent Hill;20152598;46982632;99982632;50000000;Video Game
06/25/1976;Silent Movie;NULL;36145695;NULL;4400000;Original
10/11/1985;Silver Bullet;4013563;10803211;NULL;7000000;Adapted
02/29/2008;Silver Medalist;NULL;NULL;NULL;2600000;Original
07/10/1985;Silverado;3522897;33200000;NULL;26000000;Original
04/07/2006;Simon;2453;4055;1738663;1300000;Original
09/11/1998;Simon Birch;3321370;18253415;18310591;20000000;Adapted
02/05/1999;Simply Irresistible;2232686;4398989;NULL;6000000;Original
04/01/2005;Sin City;29120273;74103820;158753820;40000000;Comics
07/02/2003;Sinbad: Legend of the Seven Seas;6874477;26483452;80767884;60000000;Adapted
06/01/2005;Sisterhood of the Traveling Pants;9833340;39053061;41560117;25000000;Adapted
04/12/2006;Sisters in Law;4895;33312;NULL;300000;Real Events
06/12/1998;Six Days, Seven Nights;16485276;74339294;164800000;80000000;Original
09/17/2004;Sky Captain and the World of Tomorrow;15580278;37760080;49730854;70000000;Original
07/29/2005;Sky High;14631784;63939454;81627454;60000000;Original
11/12/2010;Skyline;11692415;21416355;78693371;10000000;Original
02/01/2002;Slackers;2785283;4814244;NULL;11000000;Original
10/09/1998;Slam;34887;1009819;1087521;1000000;Original
12/17/1973;Sleeper;NULL;18344729;NULL;2000000;Original
10/18/1996;Sleepers;12305745;53300852;165600852;44000000;Adapted
07/09/2004;Sleepover;4171226;9408183;NULL;10000000;Original
11/19/1999;Sleepy Hollow;30060467;101068340;207068340;70000000;Adapted
04/24/1998;Sliding Doors;834817;11911200;58809149;6000000;Original
11/20/1996;Sling Blade;NULL;24475416;34175000;4833610;Cartoon
03/31/2006;Slither;3880270;7802450;12834936;15250000;Original
04/13/2007;Slow Burn;778123;1237615;NULL;15500000;Original
11/12/2008;Slumdog Millionaire;360018;141319928;375802989;14000000;Original
08/14/1998;Slums of Beverly Hills;125561;5502773;NULL;5000000;Real Events
07/10/1998;Small Soldiers;14047592;55143823;71743823;40000000;Original
05/19/2000;Small Time Crooks;3880723;17266359;29934477;18000000;Original
02/28/1997;Smilla's Sense of Snow;107108;2221994;NULL;35000000;Adapted
06/26/1998;Smoke Signals;43574;6719300;7756617;2000000;Adapted
01/26/2007;Smokin' Aces;14638755;35662731;56047261;17000000;Original
08/07/1998;Snake Eyes;16310373;55591409;103891409;73000000;Original
08/18/2006;Snakes on a Plane;15206301;34020814;62020814;33000000;Original
12/08/2000;Snatch;27932;30093107;83593107;10000000;Original
02/11/2000;Snow Day;14331819;60008303;62452927;13000000;Original
01/18/2002;Snow Dogs;17814259;81150692;115010692;32000000;Adapted
12/24/1999;Snow Falling on Cedars;32135;14378353;NULL;36000000;Adapted
07/15/2011;Snow Flower and the Secret Fan;134005;1348205;11348205;6000000;Adapted
06/01/2012;Snow White and the Huntsman;NULL;NULL;NULL;100000000;Adapted
12/21/1937;Snow White and the Seven Dwarfs;NULL;184925485;NULL;1488000;Adapted
11/27/2002;Solaris;6752722;14970038;NULL;47000000;Remake
10/23/1998;Soldier;6447237;14623082;NULL;75000000;Original
05/21/2010;Solitary Man;94936;4360548;NULL;12500000;Original
01/07/2005;Solitude;1480;6260;NULL;200000;Original
03/30/2001;Someone Like You;10010600;27338033;38684906;23000000;Adapted
05/06/2011;Something Borrowed;13945368;39046489;65084116;35000000;Adapted
12/12/2003;Something's Gotta Give;16064723;124685242;266685242;80000000;Original
12/22/2010;Somewhere;119086;1785645;14385645;7000000;Original
10/03/1980;Somewhere in Time;1203011;9709597;NULL;5100000;Adapted
03/17/2006;Sommersturm;4158;95204;NULL;3000000;Original
05/02/2008;Son of Rambow;53789;1785505;10573083;2000000;Original
02/18/2005;Son of the Mask;7511675;17018422;59918422;100000000;Comics
06/15/2001;Songcatcher;41967;3050934;NULL;1800000;Original
12/27/2002;Sonny;17639;17639;NULL;4000000;Original
03/22/2002;Sorority Boys;4127903;10198766;12516222;12000000;Original
09/11/2009;Sorority Row;5059802;11965282;26735797;12500000;Remake
09/26/1997;Soul Food;11197897;43492389;NULL;7500000;Original
05/28/2004;Soul Plane;5648486;13922211;14553807;16000000;Original
04/08/2011;Soul Surfer;10601862;43853424;44578670;18000000;Adapted
09/07/2001;Soul Survivors;1140698;3100650;4288246;14000000;Original
06/30/1999;South Park: Bigger, Longer & Uncut;14774666;52037603;NULL;21000000;TV
11/14/2007;Southland Tales;123428;275380;364607;17000000;Original
07/18/2008;Space Chimps;7181374;30105968;59517784;37000000;Original
08/04/2000;Space Cowboys;18093776;90454043;128874043;65000000;Original
11/15/1996;Space Jam;27528529;90463534;250200000;80000000;Original
06/24/1987;Spaceballs;6613837;38119483;NULL;22700000;Original
04/27/1990;Spaced Invaders;4474336;15000000;NULL;3000000;Original
12/17/2004;Spanglish;8817853;42044321;54344321;75000000;Original
10/07/1960;Spartacus;NULL;30000000;60000000;12000000;Adapted
07/31/1997;Spawn;19738749;54979992;87949859;40000000;Comics
07/07/1995;Species;17161943;60054449;113354449;35000000;Original
06/10/1994;Speed;14456194;121248145;283200000;30000000;Original
06/13/1997;Speed 2: Cruise Control
;16158942;48097081;150468000;110000000;Original
05/09/2008;Speed Racer;18561337;43945766;93394462;120000000;TV
01/01/1945;Spellbound;NULL;7000000;NULL;1500000;Adapted
02/13/1998;Sphere;16586765;37068294;50168294;73000000;Adapted
02/11/1981;Sphinx;439564;2000000;11400000;10000000;Adapted
01/23/1998;Spice World;10527222;29342592;56042592;25000000;Original
02/28/2003;Spider;189350;1641788;NULL;10000000;Adapted
05/03/2002;Spider-Man;114844116;403706375;821565375;139000000;Comics
06/30/2004;Spider-Man 2;88156227;373524485;783705001;200000000;Comics
05/04/2007;Spider-Man 3;151116516;336530303;890875303;258000000;Comics
05/24/2002;Spirit: Stallion of the Cimarron;17770036;73215310;106515310;80000000;Original
09/20/2002;Spirited Away;449839;10049886;274949886;19000000;Original
03/09/1984;Splash;6174059;62599495;NULL;8000000;Original
06/04/2010;Splice;7385277;17010170;22461001;30000000;Original
05/01/1992;Split Second;2224485;5430822;NULL;7000000;Original
11/19/2004;SpongeBob SquarePants;32018216;85416609;140416609;30000000;TV
11/21/2001;Spy Game;21689125;62362560;143049560;90000000;Original
05/24/1996;Spy Hard;10448420;26936265;NULL;18000000;Original
03/30/2001;Spy Kids;26546881;112692062;197692062;35000000;Original
08/07/2002;Spy Kids 2: Island of Lost Dreams;16711716;85846296;119721296;38000000;Original
07/25/2003;Spy Kids 3-D: Game Over;33417739;111760631;167851995;40000000;Original
08/19/2011;Spy Kids: All the Time in the World;11644672;38536376;68493130;27000000;Original
10/09/2009;St. Trinian's;15000;15000;22446568;11400000;Remake
08/08/1986;Stand by Me;251628;52287414;NULL;8000000;Adapted
04/25/2008;Standard Operating Procedure;14108;228830;NULL;5000000;Real Events
05/08/2009;Star Trek;79204289;257730019;385680446;140000000;TV
06/04/1982;Star Trek II: The Wrath of Khan;14347221;79912963;96800000;12000000;TV
06/01/1984;Star Trek III: The Search for Spock;16673229;76471046;87000000;18000000;TV
11/26/1986;Star Trek IV: The Voyage Home;16881888;109713132;133000000;24000000;TV
06/09/1989;Star Trek V: The Final Frontier;17375648;52210049;70200000;30000000;TV
12/06/1991;Star Trek VI: The Undiscovered Country;18162837;74888996;96900000;27000000;TV
11/22/1996;Star Trek: First Contact;30716131;92027888;150000000;46000000;TV
11/18/1994;Star Trek: Generations;23116394;75671262;120000000;38000000;TV
12/11/1998;Star Trek: Insurrection;22052836;70187658;117800000;70000000;TV
12/13/2002;Star Trek: Nemesis;18513305;43254409;67312826;60000000;TV
12/07/1979;Star Trek: The Motion Picture;11926421;82258456;139000000;35000000;TV
05/19/1999;Star Wars: Episode I - The Phantom Menace
;64810970;474363310;1006863310;115000000;Original
05/16/2002;Star Wars: Episode II - Attack of the Clones
;80027814;310676740;656695615;115000000;Original
05/19/2005;Star Wars: Episode III - Revenge of the Sith
;108435841;380270577;848998877;115000000;Original
05/25/1977;Star Wars: Episode IV - A New Hope
;1554475;460998007;797900000;11000000;Original
05/21/1980;Star Wars: Episode V - The Empire Strikes Back
;4910483;290271960;534171960;23000000;Original
05/25/1983;Star Wars: Episode VI - Return of the Jedi
;23019618;309205079;572700000;32500000;Original
08/15/2008;Star Wars: The Clone Wars;14611273;35161554;68161554;8500000;Original
08/10/2007;Stardust;9169779;38634938;135556675;70000000;Adapted
10/28/1994;Stargate;16651018;71565669;196565669;55000000;Original
03/11/2008;Stargate: The Ark of Truth;NULL;NULL;NULL;7000000;TV
11/07/1997;Starship Troopers;22058773;54768952;121100000;100000000;Adapted
03/05/2004;Starsky & Hutch;28103367;88200225;170200225;60000000;TV
04/17/2009;State of Play;14071280;37017955;91445389;60000000;TV
03/24/2006;Stay Alive;10726406;23086480;23187506;20000000;Original
09/13/2002;Stealing Harvard;6041521;13973532;NULL;25000000;Original
07/29/2005;Stealth;13251545;32116746;76416746;138000000;Original
03/18/2005;Steamboy;136148;468867;10468867;20000000;Original
08/15/1997;Steel;870068;1686429;NULL;16000000;Comics
07/25/2008;Step Brothers;30940732;100468793;128468793;65000000;Original
08/11/2006;Step Up;20659573;65328121;115328121;12000000;Original
02/14/2008;Step Up 2: the Streets;18908826;58017783;150017783;17500000;Original
12/25/1998;Stepmom;19142440;91137662;159745279;50000000;Original
12/31/2008;Steppin: The Movie;NULL;NULL;NULL;1000000;Original
04/28/2006;Stick It;10803610;26910736;30399714;20000000;Original
09/10/1999;Stigmata;18309666;50041732;89441732;32000000;Original
09/10/1999;Stir of Echoes;5811664;21133087;NULL;12000000;Adapted
01/12/2007;Stomp the Yard;21833312;61356221;76356221;14000000;Original
10/08/2010;Stone;75766;1810078;4065020;22000000;Original
05/17/1991;Stone Cold;2811154;9286314;NULL;25000000;Original
07/26/1996;Stonewall;74052;304602;NULL;2000000;Real Events
03/28/2008;Stop-Loss;4555117;10915744;11179472;25000000;Real Events
11/10/2006;Stranger Than Fiction;13411093;40435190;45235190;30000000;Original
07/03/1951;Strangers on a Train;NULL;7000000;NULL;1200000;Original
06/28/2006;Strangers with Candy;43141;2072645;2077844;2000000;TV
09/16/2011;Straw Dogs;5123760;10324441;NULL;25000000;Remake
12/23/1994;Street Fighter;9508030;33423000;99423000;35000000;Video Game
04/11/2008;Street Kings;12469631;26415649;65589243;20000000;Original
06/26/1981;Stripes;6152166;85300000;NULL;10000000;Original
06/28/1996;Striptease;12322069;33109743;113309743;50000000;Adapted
12/17/1999;Stuart Little;15018223;140015224;298800000;105000000;Adapted
07/19/2002;Stuart Little 2;15115152;64956806;166000000;120000000;Adapted
12/12/2003;Stuck On You;9411055;33832741;63537164;55000000;Original
11/06/1985;Subway;11332;390659;1663296;2000000;Original
03/25/2011;Sucker Punch;19058199;36392502;89758389;75000000;Original
02/25/1994;Sugar Hill;5712485;18272447;18366880;10000000;Original
08/15/2007;Sukkar banat;74147;1060591;14253760;1600000;Original
08/24/2001;Summer Catch;7018593;19693891;NULL;17000000;Original
07/02/1999;Summer of Sam;7991450;19288130;NULL;22000000;Real Events
07/20/2007;Sunshine;242964;3688560;32030610;40000000;Original
03/13/2009;Sunshine Cleaning;219190;12062558;16462558;5000000;Original
06/21/2002;Sunshine State;93072;3064356;NULL;5600000;Original
04/01/2011;Super;46549;327716;NULL;2500000;Original
06/10/2011;Super 8;35451168;127004179;259941591;50000000;Original
08/27/2004;Super Babies: Baby Geniuses 2;3251856;9109322;NULL;20000000;Original
03/20/2009;Super Capers;21463;30955;NULL;2000000;Original
05/28/1993;Super Mario Bros.;8532623;20844907;NULL;42000000;Video Game
05/07/2004;Super Size Me;516641;11529368;29529368;65000;Real Events
02/15/2002;Super Troopers;6203906;18492362;23046142;3000000;Original
08/17/2007;Superbad;33052411;121463226;169863226;17500000;Original
08/17/2005;Supercross;1330520;3102550;3252550;30000000;Original
12/15/1978;Superman;7465343;134218018;300200000;55000000;Comics
06/19/1981;Superman II;14100523;108185706;NULL;54000000;Comics
06/17/1983;Superman III;13352357;59950623;NULL;39000000;Comics
07/24/1987;Superman IV: The Quest for Peace;5683122;11227824;NULL;17000000;Comics
06/28/2006;Superman Returns;52535096;200120000;390874000;232000000;Comics
01/14/2000;Supernova;6731940;14218868;NULL;60000000;Original
10/08/1999;Superstar;8912743;30628981;NULL;14000000;TV
10/03/2003;Sur Le Seuil;514762;2013052;NULL;2500000;Adapted
06/08/2007;Surf's Up;17640249;58867694;145395745;100000000;Original
09/25/2009;Surrogates;14902692;38577772;119668350;80000000;Comics
06/26/2009;Surveillance;4590;27349;1099891;3500000;Original
08/27/2004;Suspect Zero;3446375;8712564;NULL;27000000;Original
09/27/2002;Sweet Home Alabama;35648740;127214072;182365114;38000000;Original
02/16/2001;Sweet November;11015226;25288103;65754228;40000000;Remake
10/11/2002;Swept Away;354052;598645;NULL;10000000;Remake
09/06/2002;Swimfan;11326601;28564995;34364995;10000000;Original
07/04/2003;Swimming Pool;286950;10130108;22441323;7800000;Original
08/01/2008;Swing Vote;6230669;16289867;17589867;21000000;Original
10/18/1996;Swingers;74118;4505922;6542637;200000;Original
10/31/1997;Switchback;2704568;6504442;NULL;38000000;Original
06/08/2001;Swordfish;18145632;69772969;147080413;80000000;Original
09/21/2007;Sydney White;5196380;11892415;12778631;16500000;Adapted
